,Q_id_x,Q_create_time,View_count,Comment_count,Score,Answer_count,Accepted_Answer_id,Answer_tup,First_ans_time,First_acc_ans_time,Duration_ans,Duration_acc_ans
100,37290049,2016-05-18 03:59:55.307,1431.0,0.0,1.0,1.0,0,"[('0', Timestamp('2016-05-18 03:59:55.307000'))]",2016-05-18 03:59:55.307000,2016-05-18 03:59:55.307000,0.0,0.0
101,37323199,2016-05-19 12:26:23.717,758.0,3.0,4.0,1.0,38078381,"[('38078381', Timestamp('2016-05-19 12:26:23.717000'))]",2016-05-19 12:26:23.717000,2016-05-19 12:26:23.717000,0.0,0.0
102,37337146,2016-05-20 02:45:47.920,9948.0,0.0,12.0,1.0,37338380,"[('37338380', Timestamp('2016-05-20 02:45:47.920000'))]",2016-05-20 02:45:47.920000,2016-05-20 02:45:47.920000,0.0,0.0
103,37467764,2016-05-26 17:45:47.823,125.0,0.0,1.0,1.0,37468308,"[('37468308', Timestamp('2016-05-26 17:45:47.823000'))]",2016-05-26 17:45:47.823000,2016-05-26 17:45:47.823000,0.0,0.0
104,37473087,2016-05-27 00:37:38.580,1665.0,6.0,1.0,1.0,0,"[('0', Timestamp('2016-05-27 00:37:38.580000'))]",2016-05-27 00:37:38.580000,2016-05-27 00:37:38.580000,0.0,0.0
105,37493331,2016-05-27 22:48:35.783,157.0,0.0,0.0,1.0,0,"[('0', Timestamp('2016-05-27 22:48:35.783000'))]",2016-05-27 22:48:35.783000,2016-05-27 22:48:35.783000,0.0,0.0
106,37669330,2016-06-07 01:53:30.973,2871.0,2.0,3.0,2.0,37670873,"[('37670873', Timestamp('2016-06-07 01:53:30.973000'))]",2016-06-07 01:53:30.973000,2016-06-07 01:53:30.973000,0.0,0.0
107,37701399,2016-06-08 11:35:42.837,25.0,0.0,1.0,1.0,37701543,"[('37701543', Timestamp('2016-06-08 11:35:42.837000'))]",2016-06-08 11:35:42.837000,2016-06-08 11:35:42.837000,0.0,0.0
108,37722149,2016-06-09 09:36:13.863,794.0,0.0,0.0,1.0,0,"[('0', Timestamp('2016-06-09 09:36:13.863000'))]",2016-06-09 09:36:13.863000,2016-06-09 09:36:13.863000,0.0,0.0
109,37732167,2016-06-09 17:03:40.157,4488.0,1.0,0.0,1.0,37733199,"[('37733199', Timestamp('2016-06-09 17:03:40.157000'))]",2016-06-09 17:03:40.157000,2016-06-09 17:03:40.157000,0.0,0.0
110,37735045,2016-06-09 19:53:39.273,69.0,0.0,0.0,1.0,0,"[('0', Timestamp('2016-06-09 19:53:39.273000'))]",2016-06-09 19:53:39.273000,2016-06-09 19:53:39.273000,0.0,0.0
111,37769228,2016-06-11 23:00:52.700,24561.0,5.0,33.0,4.0,48582767,"[('48582767', Timestamp('2016-06-11 23:00:52.700000'))]",2016-06-11 23:00:52.700000,2016-06-11 23:00:52.700000,0.0,0.0
112,37821141,2016-06-14 20:05:30.417,688.0,0.0,0.0,1.0,37822922,"[('37822922', Timestamp('2016-06-14 20:05:30.417000'))]",2016-06-14 20:05:30.417000,2016-06-14 20:05:30.417000,0.0,0.0
113,37865451,2016-06-16 17:10:35.987,1874.0,5.0,1.0,1.0,0,"[('0', Timestamp('2016-06-16 17:10:35.987000'))]",2016-06-16 17:10:35.987000,2016-06-16 17:10:35.987000,0.0,0.0
114,37883700,2016-06-17 14:06:48.427,245.0,0.0,0.0,1.0,43665342,"[('43665342', Timestamp('2016-06-17 14:06:48.427000'))]",2016-06-17 14:06:48.427000,2016-06-17 14:06:48.427000,0.0,0.0
115,37903292,2016-06-19 02:02:00.083,1237.0,0.0,1.0,1.0,37905650,"[('37905650', Timestamp('2016-06-19 02:02:00.083000'))]",2016-06-19 02:02:00.083000,2016-06-19 02:02:00.083000,0.0,0.0
116,37904054,2016-06-19 04:53:00.683,1547.0,2.0,1.0,1.0,37904539,"[('37904539', Timestamp('2016-06-19 04:53:00.683000'))]",2016-06-19 04:53:00.683000,2016-06-19 04:53:00.683000,0.0,0.0
117,37906791,2016-06-19 11:36:13.253,1087.0,0.0,-1.0,1.0,0,"[('0', Timestamp('2016-06-19 11:36:13.253000'))]",2016-06-19 11:36:13.253000,2016-06-19 11:36:13.253000,0.0,0.0
118,38108468,2016-06-29 19:27:27.623,10906.0,0.0,1.0,3.0,0,"[('0', Timestamp('2016-06-29 19:27:27.623000'))]",2016-06-29 19:27:27.623000,2016-06-29 19:27:27.623000,0.0,0.0
119,38162527,2016-07-02 17:02:14.640,3299.0,4.0,8.0,1.0,39249391,"[('39249391', Timestamp('2016-07-02 17:02:14.640000'))]",2016-07-02 17:02:14.640000,2016-07-02 17:02:14.640000,0.0,0.0
